serial_number,range,section,subdivision,township
NDM090113,,,,
NDM090119,104,15,"N2,SE",148
NDM090119,,,,
NDM090118,104,13,"E2,S2NW,SW",148
NDM090118,104,24,"N2,SW",148
NDM090118,,,,
NDM102173,97,25,"ACCR TO LOTS 3,4,6,7",154
NDM102173,97,25,DESC BY M&B (315.20 AC),154
NDM102173,97,25,"3,4,6,7",154
NDM102173,,,,
NDM102172,97,28,"NE,N2NW,SWSW,NWSE",146
NDM102172,,,,
NDM102171,96,20,BED OF LTL MO RIV RIPAR,148
NDM102171,96,20,TO LOT 2 DESC BY M&B,148
NDM102171,,,,
NDM102170,96,32,S2SW,143
NDM102170,,,,
NDM102177,98,14,"SESW,NESE,S2SE",138
NDM102177,,,,
NDM102176,97,20,S2N2,159
NDM102176,97,30,"W2NE,E2NW",159
NDM102176,,,,
NDM102175,97,10,NE,159
NDM102175,97,14,NW,159
NDM102175,97,27,SE,159
NDM102175,,,,
NDM102174,97,26,NW,156
NDM102174,,,,
NDM102179,98,21,S2N2,153
NDM102179,98,21,"1,2,3,4",153
NDM102179,98,21,"1,2,3,4",153
NDM102179,98,22,"S2NE,SWNW,N2SE",153
NDM102179,98,22,"1,2",153
NDM102179,98,23,N2SW,153
NDM102179,98,23,"6,7",153
NDM102179,98,23,"6,7",153
NDM102179,98,27,4,153
NDM102179,98,27,4,153
NDM102179,,,,
NDM102178,98,13,SE,139
NDM102178,98,13,POR OF SW DESC BY M&B,139
NDM102178,98,14,SW,139
NDM102178,,,,
NDM092843,104,19,"E2,E2NW",148
NDM092843,104,19,"1,2",148
NDM092843,104,31,"E2,E2W2",148
NDM092843,104,31,"1,2,3,4",148
NDM092843,104,32,S2,148
NDM092843,,,,
NDM098119,104,14,W2,135
NDM098119,104,20,SE,135
NDM098119,104,23,"N2,SE",135
NDM098119,104,24,W2,135
NDM098119,104,28,ALL,135
NDM098119,104,34,ALL,135
NDM098119,,,,
NDM0045984,95,32,"SENE,NWSE",154
NDM0045984,95,32,6,154
NDM0045984,95,33,SWNW,154
NDM0045984,,,,
NDM098118,104,11,ALL,134
NDM098118,104,25,E2,134
NDM098118,,,,
NDM057471,104,10,N2NW,145
NDM057471,104,13,"NW,NWSW",145
NDM057471,104,14,SW,145
NDM057471,104,15,ALL,145
NDM057471,,,,
NDM031045,103,12,ALL,140
NDM031045,,,,
NDM086072,106,25,BED OF LTL MO RIV RIPAR,134
NDM086072,106,25,TO LOT 1 (TR 4) & RIPAR,134
NDM086072,106,25,TO LOTS 2-7 (TR 7) & DESC,134
NDM086072,106,25,BY M&B,134
NDM086072,,,,
NDM092283,106,19,NE,130
NDM092283,,,,
NDM092282,106,21,BED LTL MO RVR RIPAR TO,129
NDM092282,106,21,"LOTS 1,2,3 DESC BY M&B",129
NDM092282,106,22,BED LTL MO RVR RIPAR TO,129
NDM092282,106,22,LOTS 2-6 DESC BY M&B,129
NDM092282,,,,
NDM102991,100,12,SE,144
NDM102991,,,,
NDM102990,100,12,"N2,SW",144
NDM102990,,,,
NDM102993,103,27,ALL,141
NDM102993,,,,
NDM102992,102,10,W2,145
NDM102992,,,,
NDM102995,103,14,NE,145
NDM102995,,,,
NDM098113,103,8,ALL,135
NDM098113,103,10,"E2SW,W2SE",135
NDM098113,103,17,SW,135
NDM098113,103,32,W2,135
NDM098113,103,33,E2,135
NDM098113,,,,
NDM102997,103,28,S2SE,146
NDM102997,103,34,NENW,146
NDM102997,,,,
NDM102996,103,28,"N2N2,S2NE,SWNW,N2S2,SESW",146
NDM102996,,,,
NDM102999,103,24,"E2,SW",147
NDM102999,,,,
NDM102998,103,23,ALL,147
NDM102998,,,,
NDM098112,103,5,"S2N2,S2",135
NDM098112,103,5,4-Jan,135
NDM098112,103,7,"E2,E2W2",135
NDM098112,103,7,4-Jan,135
NDM098112,,,,
NDM097831,87,7,SESW,156
NDM097831,87,7,4,156
NDM097831,87,18,E2W2,156
NDM097831,87,18,"1,2",156
NDM097831,,,,
NDM097830,87,3,S2NW,152
NDM097830,87,3,"3,4",152
NDM097830,87,27,SE,152
NDM097830,,,,
NDM075584,106,12,E2,129
NDM075584,,,,
NDM092261,106,28,NESE,130
NDM092261,106,28,BED LITTLE MO RVR RIPAR,130
NDM092261,106,28,TO LOT 3,130
NDM092261,,,,
NDM092263,106,21,8,130
NDM092263,106,28,NWSE,130
NDM092263,106,28,POR LOT 3 INSIDE BDY,130
NDM092263,106,28,LITTLE MO PIERRE UNIT,130
NDM092263,106,28,(1.40 AC),130
NDM092263,,,,
NDM092262,106,21,BED LTL MO RVR RIPAR TO,130
NDM092262,106,21,"LOTS 8,11 (4.07AC)",130
NDM092262,106,21,11,130
NDM092262,,,,
NDM092264,106,17,"NWNE,S2NE,SE",130
NDM092264,,,,
NDM099420,97,28,"SWNW,SESE",148
NDM099420,97,28,BED LTL MO RVR RIPAR TO,148
NDM099420,97,28,LOT 1 DESC BY M&B,148
NDM099420,97,28,BED LTL MO RVR RIPAR TO,148
NDM099420,97,28,LOT 8 DESC BY M&B,148
NDM099420,97,28,8,148
NDM099420,97,29,"S2NE,E2SW,N2SE,SWSE",148
NDM099420,,,,
NDM097836,91,3,S2NE,162
NDM097836,91,3,"1,2",162
NDM097836,,,,
NDM090975,105,26,W2,148
NDM090975,105,27,E2E2,148
NDM090975,,,,
NDM090974,105,13,"S2N2,S2",148
NDM090974,105,25,E2SW,148
NDM090974,,,,
NDM090973,105,12,"SWNW,NWSW,S2SW",148
NDM090973,105,13,N2N2,148
NDM090973,,,,
NDM096685,97,15,BED OF LTL MO RVR RIPAR,148
NDM096685,97,15,TO LOTS 1-12,148
NDM096685,97,15,7,148
NDM096685,97,22,BED OF LTL MO RVR RIPAR,148
NDM096685,97,22,TO LOT 2,148
NDM096685,,,,
NDM102199,101,25,8,154
NDM102199,101,25,8,154
NDM102199,101,25,8,154
NDM102199,,,,
NDM102198,101,25,5,154
NDM102198,101,25,5,154
NDM102198,101,25,5,154
NDM102198,,,,
NDM102191,100,6,4,153
NDM102191,100,9,8,153
NDM102191,100,35,2,153
NDM102191,,,,
NDM060121,97,11,POR S2SE IN RR ROW,139
NDM060121,97,11,(24.61 AC),139
NDM060121,97,11,POR SESW IN RR ROW,139
NDM060121,97,11,(3.94 AC),139
NDM060121,97,12,"POR SW, N2SE IN RR ROW",139
NDM060121,97,12,(50.40 AC),139
NDM060121,97,14,"POR NWNE, NENW IN RR ROW",139
NDM060121,97,14,(9.10 AC),139
NDM060121,,,,
NDM102193,100,26,SWSW,153
NDM102193,100,27,NW,153
NDM102193,100,27,NW,153
NDM102193,,,,
NDM102195,100,17,NWNW,154
NDM102195,100,33,SESE,154
NDM102195,,,,
NDM101156,101,5,"3,4",143
NDM101156,,,,
NDM102197,101,20,N2N2,141
NDM102197,,,,
NDM102196,100,22,NENW,155
NDM102196,,,,
NDM016763A,103,25,ALL,143
NDM016763A,103,26,"N2,N2SW,SESW,SE",143
NDM016763A,,,,
NDM101157,101,21,SE,143
NDM101157,,,,
NDM092192,98,12,"E2E2,SWSE",146
NDM092192,,,,
NDM092191,96,10,SE,147
NDM092191,,,,
NDBIS0024620,106,6,"S2NE,SENW",129
NDBIS0024620,106,6,"1,2,3,4",129
NDBIS0024620,,,,
NDBLMA0023570,96,25,NE,149
NDBLMA0023570,,,,
NDM016987A,101,28,W2,145
NDM016987A,,,,
NDM0068537,102,26,SWNW,139
NDM0068537,,,,
NDM104693,98,11,"2,3",153
NDM104693,,,,
NDM104694,98,11,ACCR TO LOT 5 (24.00 AC),153
NDM104694,98,11,"5,8",153
NDM104694,,,,
NDM087188,100,8,S2,138
NDM087188,,,,
NDM031262,102,3,S2,144
NDM031262,102,3,12-Jan,144
NDM031262,102,4,"N2SW,SWSW,SE",144
NDM031262,102,4,"11,12",144
NDM031262,102,4,"1,2,5-10",144
NDM031262,102,8,SWSE,144
NDM031262,102,8,1,144
NDM031262,102,11,NWNW,144
NDM031262,102,15,E2,144
NDM031262,102,22,N2NE,144
NDM031262,102,23,W2,144
NDM031262,102,28,"2,5-7",144
NDM031262,,,,
NDM031260,102,6,"S2NE,SE",142
NDM031260,102,6,"1,2",142
NDM031260,102,8,N2,142
NDM031260,102,12,N2,142
NDM031260,102,14,"11,12,15,16,17",142
NDM031260,102,23,"8,9,11,12",142
NDM031260,102,24,"NE,NENW,NESE,SWSE",142
NDM031260,102,24,"1,3,4,6,7",142
NDM031260,102,26,SWSE,142
NDM031260,102,26,7-Jan,142
NDM031260,,,,
NDM031261,102,17,SESW,143
NDM031261,102,17,"2,3,4,9",143
NDM031261,102,28,E2,143
NDM031261,102,31,"E2SW,SE",143
NDM031261,,,,
NDM031266,103,3,"S2N2,S2",143
NDM031266,103,3,"1,2,3,4",143
NDM031266,103,9,N2,143
NDM031266,103,13,W2 EXCL 6 AC FOR RD,143
NDM031266,103,15,"NW,S2",143
NDM031266,,,,
NDM097727,100,18,"S2NE,SENW,E2SW,SE",141
NDM097727,100,18,"2,3,4",141
NDM097727,,,,
NDM097725,99,17,NENE,148
NDM097725,,,,
NDM097724,99,5,"SWNW,N2SE,SWSE",148
NDM097724,,,,
NDM097723,99,2,"S2NW,SW",144
NDM097723,99,2,"3,4",144
NDM097723,,,,
NDM097722,98,11,"E2,SENW,NESW",148
NDM097722,,,,
NDM097720,96,26,9,148
NDM097720,,,,
NDM097729,102,30,"E2NW,SESW,S2SE",140
NDM097729,102,30,"1,2,4",140
NDM097729,,,,
NDM0069808,79,6,7,163
NDM0069808,80,1,"E2SW,SWSE,SESE",163
NDM0069808,,,,
NDM097041,103,30,4,131
NDM097041,,,,
NDM078891,102,10,BED LTL MO RVR RIPAR TO,142
NDM078891,102,10,LOT 1 (TR 1) 0.135 AC,142
NDM078891,102,11,BED LTL MO RVR RIPAR TO,142
NDM078891,102,11,LOT 1 SEC 10 (TR 1),142
NDM078891,102,11,0.355 AC,142
NDM078891,102,12,BED LTL MO RVR RIPAR TO,142
NDM078891,102,12,LOT 2 (TR 2) 4.86 AC,142
NDM078891,102,14,BED LTL MO RVR RIPAR TO,142
NDM078891,102,14,LOT 2 (TR 3) 5.02 AC,142
NDM078891,102,14,BED LTL MO RVR RIPAR TO,142
NDM078891,102,14,LOT 10 (TR 4) 5.79 AC,142
NDM078891,102,14,BED LTL MO RVR RIPAR TO,142
NDM078891,102,14,"LOTS 3-6,13,14 (TR 5)",142
NDM078891,102,14,28.70 AC,142
NDM078891,,,,
NDM078896,100,19,E2W2,145
NDM078896,100,19,POR SWNE NOT IN NDM84173,145
NDM078896,100,19,"3,4",145
NDM078896,,,,
NDM078897,102,14,BED OF LITTLE MISSOURI,142
NDM078897,102,14,"RIPN TO LOTS 11,12,15,16,",142
NDM078897,102,14,"17, (TRACTS 2 & 3), M&B",142
NDM078897,,,,
NDM017271,100,20,S2,146
NDM017271,100,22,S2,146
NDM017271,100,28,N2 EXCL 1AC DESC BY M&B,146
NDM017271,100,32,"NE,SE",146
NDM017271,,,,
NDM039519,100,17,"E2,N2SW,SESW",138
NDM039519,,,,
NDM039510,101,22,"N2NE,NW",147
NDM039510,101,22,"1,2,4-7",147
NDM039510,101,24,"N2SE,SESE",147
NDM039510,101,24,"1,2,5",147
NDM039510,101,28,"NWNE,NW,N2SW,SWSW",147
NDM039510,101,30,11-Feb,147
NDM039510,101,32,SWSE,147
NDM039510,101,32,6-Jan,147
NDM039510,,,,
NDM101086,106,8,"E2,NWNW,S2NW,SW",133
NDM101086,106,14,ALL,133
NDM101086,,,,
NDM101087,106,13,"W2E2,W2,SESE",133
NDM101087,106,13,BED OF LTL MO RVR RIPAR,133
NDM101087,106,13,TO LOTS 1-4 DESC BY M&B,133
NDM101087,106,13,(11.87 AC),133
NDM101087,106,13,4-Jan,133
NDM101087,106,27,NE EXCL TRACT 1 DESC,133
NDM101087,106,27,BY M&B (3.22 AC),133
NDM101087,106,27,NW EXCL TRACT 2 DESC,133
NDM101087,106,27,BY M&B (5.26 AC),133
NDM101087,,,,
NDM101084,106,2,"SWNW,NWSW,S2S2",133
NDM101084,106,2,"1,4",133
NDM101084,106,10,S2,133
NDM101084,,,,
NDM101085,106,6,W2SE,133
NDM101085,106,6,"5,6",133
NDM101085,,,,
NDM101082,105,34,NWNE,135
NDM101082,,,,
NDM101083,105,24,SENW,148
NDM101083,,,,
NDM101080,105,33,"N2NE,SENE,SW,SWSE",135
NDM101080,105,33,8-Jan,135
NDM101080,,,,
NDM101081,105,34,BED LTL MO RIV RIPAR,135
NDM101081,105,34,"TO LOTS 1,4,5,7",135
NDM101081,105,34,DESC BY M&B,135
NDM101081,,,,
NDM101088,106,21,SW,133
NDM101088,106,22,SE,133
NDM101088,,,,
NDM101089,106,8,NE,135
NDM101089,,,,
NDBLMA0037413,95,9,N2SE,153
NDBLMA0037413,95,10,N2SW,153
NDBLMA0037413,,,,
NDM097839,93,32,"NE,S2SW,N2SE,SWSE",154
NDM097839,,,,
NDM097838,92,11,"N2SW,SESW,SE",160
NDM097838,92,14,NENW,160
NDM097838,,,,
NDM096526,90,5,SWSE,152
NDM096526,,,,
NDM096527,93,26,SW,152
NDM096527,,,,
NDM096524,84,6,SE,160
NDM096524,84,7,NE,160
NDM096524,,,,
NDM031032,102,5,"5,6,11,12",140
NDM031032,,,,
NDM097833,90,8,S2S2,159
NDM097833,,,,
NDM097832,90,4,"SWNW,N2SW",156
NDM097832,90,13,"NWSW,S2SW",156
NDM097832,90,14,SESE,156
NDM097832,90,24,NW,156
NDM097832,,,,
NDM096528,94,22,N2SE,160
NDM096528,,,,
NDM096529,96,20,"S2NE,SENW,S2S2,NESE",146
NDM096529,,,,
NDM097837,92,1,S2NE,159
NDM097837,92,1,"1,2",159
NDM097837,92,2,S2SW,159
NDM097837,92,3,E2SE,159
NDM097837,92,21,"SW,N2SE,SESE",159
NDM097837,92,34,NE,159
NDM097837,,,,
NDM076193,100,12,"N2,W2SW,W2SE",141
NDM076193,100,14,"S2SE,SW",141
NDM076193,100,20,W2,141
NDM076193,100,22,SW,141
NDM076193,100,28,SE,141
NDM076193,,,,
NDM097834,90,28,NWNW,159
NDM097834,,,,
NDM101155,100,33,SE,142
NDM101155,,,,
NDM087500,99,14,S2,145
NDM087500,99,14,S2,145
NDM087500,,,,
NDM035153,103,1,"S2N2,N2S2,SESW",150
NDM035153,103,1,4-Jan,150
NDM035153,103,14,"N2,SW",150
NDM035153,103,19,"1,3-5",150
NDM035153,103,20,"SWNW,NWSW",150
NDM035153,103,22,S2NW,150
NDM035153,103,23,"N2,N2S2",150
NDM035153,103,23,8-Jan,150
NDM035153,103,25,NWNE,150
NDM035153,103,26,N2,150
NDM035153,103,28,"E2NE,N2NW",150
NDM035153,,,,
NDM035158,104,1,SW,150
NDM035158,104,2,S2SE,150
NDM035158,104,11,SENW,150
NDM035158,104,12,"NWNE,S2NE,W2,NWSE",150
NDM035158,104,13,"SENE,SWNW,S2",150
NDM035158,104,14,N2,150
NDM035158,104,21,N2SE,150
NDM035158,104,21,"5,6",150
NDM035158,104,22,SENE,150
NDM035158,104,22,"3,4,5,6",150
NDM035158,104,23,NWSE,150
NDM035158,104,23,2,150
NDM035158,104,29,E2SE,150
NDM035158,,,,
NDM0066440C,101,28,E2,145
NDM0066440C,,,,
NDM101158,101,28,"S2S2,NESE",143
NDM101158,,,,
NDM101159,102,1,S2,136
NDM101159,102,1,12-Jan,136
NDM101159,,,,
NDM094458,90,10,"NWNE,NWSW",157
NDM094458,90,22,LAKEBED RIPAR TO,157
NDM094458,90,22,"LOTS 5,6 DESC BY M&B",157
NDM094458,90,22,(21.448 AC),157
NDM094458,90,22,"5,6",157
NDM094458,90,28,"SENE,SENW",157
NDM094458,,,,
NDM094459,91,5,4,156
NDM094459,,,,
NDM102972,102,25,"NWNE,S2NE",162
NDM102972,,,,
NDM094902,101,30,SESW,140
NDM094902,101,30,"LOTS 2,3,4, NESW OUTSIDE",140
NDM094902,101,30,"LOTS 2,3,4, NESW OUTSIDE",140
NDM094902,101,30,THEODORE ROOSEVELT NP,140
NDM094902,101,30,THEODORE ROOSEVELT NP,140
NDM094902,,,,
NDM094903,102,33,ALL,140
NDM094903,102,35,ALL,140
NDM094903,,,,
NDM094456,90,6,"SWNE,NESW,N2SE",155
NDM094456,90,6,"4,5,6",155
NDM094456,90,27,S2,155
NDM094456,90,28,NW,155
NDM094456,90,33,NE,155
NDM094456,,,,
NDM094457,90,31,"3,4",156
NDM094457,,,,
NDM102971,102,8,"SWNW,N2SW",162
NDM102971,102,17,NENW,162
NDM102971,,,,
NDM091360,104,28,"NW,SE",147
NDM091360,,,,
NDM084186,106,29,W2,131
NDM084186,106,31,"E2,E2W2",131
NDM084186,106,31,"1,2,3,4",131
NDM084186,106,32,SW,131
NDM084186,,,,
NDM084184,105,30,"N2NE,SENE,NENW,SESW,S2SE",132
NDM084184,105,30,4,132
NDM084184,105,32,"N2,SWSW,NESE,S2SE",132
NDM084184,,,,
NDM0070803,100,31,POR SE DESC BY M&B,140
NDM0070803,100,31,POR SE DESC BY M&B,140
NDM0070803,100,32,S2SE,140
NDM0070803,100,32,POR S2 DESC BY M&B,140
NDM0070803,100,32,POR S2 DESC BY M&B,140
NDM0070803,,,,
NDM102974,103,2,"S2N2,S2",142
NDM102974,103,2,"1,2,3,4",142
NDM102974,,,,
NDM019167,97,19,E2NW,147
NDM019167,97,19,2-Jan,147
NDM019167,,,,
NDM030615,101,36,SE,140
NDM030615,101,36,E2SW POR LYING N OF N R/W,140
NDM030615,101,36,E2SW POR LYING N OF N R/W,140
NDM030615,101,36,LINE OLD US HWY 10,140
NDM030615,101,36,LINE OLD US HWY 10,140
NDM030615,,,,
NDM084166,100,11,ALL,140
NDM084166,100,12,"N2,N2S2,SESW",140
NDM084166,100,13,NWNW,140
NDM084166,,,,
NDM104599,89,7,LAKE BED RIPAR TO,156
NDM104599,89,7,"LOTS 1,2 DESC BY M&B",156
NDM104599,,,,
NDM097019,95,21,SW,150
NDM097019,,,,
NDM097018,91,19,"E2SW,W2SE",153
NDM097018,,,,
NDM097015,90,13,SE,153
NDM097015,,,,
NDM097014,88,10,NE,161
NDM097014,,,,
NDM097017,90,32,BED  MARTIN LAKE RIPAR,160
NDM097017,90,32,TO LOT 3 DESC BY M&B,160
NDM097017,90,32,(13.30 AC),160
NDM097017,90,32,3,160
NDM097017,,,,
NDM097016,90,20,NENE,153
NDM097016,,,,
NDM097011,88,2,S2NW,153
NDM097011,88,2,"3,4",153
NDM097011,,,,
NDM098770,94,8,E2,153
NDM098770,94,9,"S2NE,W2,N2SE,SWSE",153
NDM098770,94,10,"NWSW,S2S2",153
NDM098770,94,10,ACCRETION TO LOTS,153
NDM098770,94,10,"4,5,6,7",153
NDM098770,94,10,"4,5,6,7",153
NDM098770,94,17,SE,153
NDM098770,,,,
NDM097013,88,28,"S2NW,N2SW",154
NDM097013,88,34,NW,154
NDM097013,88,35,SE,154
NDM097013,,,,
NDM098772,94,13,"SENW,SW EXCL 4.62 AC",153
NDM098772,94,13,IN RR ROW,153
NDM098772,94,14,"NWNW,SWSW,N2SE,SESE",153
NDM098772,94,23,"N2,SW,N2SE,SWSE",153
NDM098772,94,24,"S2NE,NW,S2",153
NDM098772,94,24,POR OF N2NE DESC BY M&B,153
NDM098772,94,24,(26.41 AC),153
NDM098772,94,25,"N2N2,S2SW",153
NDM098772,94,26,"N2NE,S2SE",153
NDM098772,,,,
NDM032650,101,14,"N2,N2S2",147
NDM032650,101,32,W2SW,147
NDM032650,101,34,W2,147
NDM032650,,,,
NDM032654,104,2,1,148
NDM032654,104,3,NWSE,148
NDM032654,104,5,SENW,148
NDM032654,104,6,7,148
NDM032654,104,8,SWNW,148
NDM032654,104,20,"NWNW,S2NW,SW,SWSE",148
NDM032654,104,26,"NE,W2NW,NWSW,NESE",148
NDM032654,104,28,"E2NE,S2SW",148
NDM032654,104,30,E2NE,148
NDM032654,104,32,N2,148
NDM032654,,,,
NDM032658,103,6,SESW,145
NDM032658,103,6,"6,7",145
NDM032658,103,18,"E2SW,SE",145
NDM032658,103,18,"3,4",145
NDM032658,103,20,ALL,145
NDM032658,103,30,"E2,E2W2",145
NDM032658,103,30,"1,2,3",145
NDM032658,103,32,ALL,145
NDM032658,,,,
NDM088057,104,20,"NE,N2SE,SESE",148
NDM088057,,,,
NDBLM0023106,101,10,"W2NW,W2SE",139
NDBLM0023106,,,,
NDM091189,101,30,1,148
NDM091189,101,32,ALL,148
NDM091189,,,,
NDM091188,101,4,"SWNE,S2NW,SW,NWSE",147
NDM091188,101,4,"1,2,3,4",147
NDM091188,101,6,"S2NE,SENW,E2SW,SE",147
NDM091188,101,6,7-Jan,147
NDM091188,,,,
NDM090367,104,1,"S2N2,SW",147
NDM090367,104,1,"1,2,3,4",147
NDM090367,104,2,SENW,147
NDM090367,104,2,3,147
NDM090367,,,,
NDM091181,101,2,"S2NW,SW,SWSE",137
NDM091181,101,2,4,137
NDM091181,,,,
NDM091180,100,30,"SENE,E2SE",148
NDM091180,100,30,"3,4",148
NDM091180,,,,
NDM091183,101,10,ALL,137
NDM091183,,,,
NDM090369,104,9,S2,147
NDM090369,104,15,ALL,147
NDM090369,,,,
NDM091185,101,31,"E2,E2W2",143
NDM091185,101,31,"1,2,3,4",143
NDM091185,,,,
NDM091184,101,1,"S2N2,N2S2",143
NDM091184,101,1,"1,2,3,4",143
NDM091184,,,,
NDM091187,101,2,"S2N2,S2",147
NDM091187,101,2,"1,2,3,4",147
NDM091187,101,4,"SENE,NESE,S2SE",147
NDM091187,101,10,ALL,147
NDM091187,,,,
NDM091186,101,32,ALL,143
NDM091186,,,,
NDM094487,105,25,ALL,146
NDM094487,105,26,"NE,S2",146
NDM094487,105,35,"N2,N2SW,SESW,SE",146
NDM094487,,,,
NDM084188,106,36,BED OF LTL MISSOURI RVR,132
NDM084188,106,36,RIPAR TO LOTS 1-9 DESC,132
NDM084188,106,36,BY M&B (TR 1),132
NDM084188,,,,
NDM098359,99,5,E2SW,152
NDM098359,99,5,"9,10",152
NDM098359,,,,
NDM098358,98,20,SE,145
NDM098358,98,21,ALL,145
NDM098358,,,,
NDM098357,97,5,SWNW,155
NDM098357,97,5,"3,4",155
NDM098357,97,10,"NWNE,S2NE,SE",155
NDM098357,97,34,"E2NE,SWNE,NW,N2SE",155
NDM098357,,,,
NDM098356,96,31,BED OF LTL MO RIV RIPAR,149
NDM098356,96,31,TO LOT 6 DESC BY M&B,149
NDM098356,,,,
NDM045155,101,28,W2,144
NDM045155,101,29,ALL,144
NDM045155,101,33,N2N2,144
NDM045155,,,,
NDM098354,92,30,E2SW,152
NDM098354,92,30,"3,4",152
NDM098354,,,,
NDM098352,88,33,SE,152
NDM098352,,,,
NDM042688,104,6,"S2NE,E2SW",145
NDM042688,104,6,"1,2,6,7",145
NDM042688,104,7,"NE,E2SW",145
NDM042688,104,7,"3,4",145
NDM042688,104,13,S2SW,145
NDM042688,104,18,"NE,E2SW",145
NDM042688,104,18,"3,4",145
NDM042688,104,25,SW,145
NDM042688,104,26,NE,145
NDM042688,,,,
NDM094111,103,22,SESE,147
NDM094111,,,,
NDM094110,103,20,E2,147
NDM094110,103,29,ALL,147
NDM094110,103,31,"E2,E2W2",147
NDM094110,103,31,4-Jan,147
NDM094110,103,32,ALL,147
NDM094110,,,,
NDM094113,103,12,SWNW,151
NDM094113,103,24,"SW,NWSE",151
NDM094113,,,,
NDM094112,103,26,"E2,NESW",147
NDM094112,103,27,"SWNW,W2SW,E2SE",147
NDM094112,103,28,"N2NE,W2,S2SE",147
NDM094112,103,34,"N2,E2SE",147
NDM094112,103,35,ALL,147
NDM094112,,,,
NDM094115,104,29,"NE,SW",145
NDM094115,104,30,NE,145
NDM094115,104,31,E2SW,145
NDM094115,104,31,"3,4",145
NDM094115,104,32,"NW,NESW,W2SW",145
NDM094115,,,,
NDM094114,103,9,NWNE,153
NDM094114,,,,
NDM094117,105,1,"S2N2,S2",145
NDM094117,105,1,4-Jan,145
NDM094117,105,2,"S2NE,SENW,E2SW,SE",145
NDM094117,105,2,3-Jan,145
NDM094117,105,12,NE,145
NDM094117,,,,
NDM094116,104,17,ALL,147
NDM094116,104,21,"NE,SW",147
NDM094116,,,,
NDM094119,105,22,E2SE,145
NDM094119,105,22,"3,4",145
NDM094119,105,26,"W2NW,SW",145
NDM094119,105,27,E2,145
NDM094119,105,27,4-Jan,145
NDM094119,105,34,E2,145
NDM094119,105,34,4-Jan,145
NDM094119,,,,
NDM094118,105,10,E2,145
NDM094118,105,10,3-Jan,145
NDM094118,105,11,ALL,145
NDM094118,105,14,ALL,145
NDM094118,105,15,E2,145
NDM094118,105,15,4-Jan,145
NDM094118,,,,
NDM105552,93,32,SESE,152
NDM105552,93,32,"4,6",152
NDM105552,,,,
NDM105553,93,7,POR LOT 7 (20.56 AC),153
NDM105553,93,7,POR SESW (4.94 AC),153
NDM105553,93,18,POR E2NW (79.05 AC),153
NDM105553,93,18,"1,2",153
NDM105553,,,,
NDM077460,105,15,N2SW,131
NDM077460,105,22,SWNW,131
NDM077460,105,26,SWNW,131
NDM077460,,,,
NDM102164,95,2,SW,139
NDM102164,,,,
NDM102166,95,34,FORMER LTL MO RVRBD,148
NDM102166,95,34,"ACCRETED TO LOTS 2,3,4",148
NDM102166,,,,
NDM102167,95,13,NE,155
NDM102167,,,,
NDM102161,94,8,E2SW,153
NDM102161,,,,
NDM076337,104,2,"2-6,12",144
NDM076337,,,,
NDM102163,95,1,S2N2,138
NDM102163,95,1,"1,2,3,4",138
NDM102163,,,,
NDM102168,96,5,S2N2,142
NDM102168,96,5,4-Jan,142
NDM102168,96,7,E2NW,142
NDM102168,96,7,"1,2",142
NDM102168,,,,
NDM097570,105,26,"W2NW,S2SW",132
NDM097570,105,28,SENW,132
NDM097570,105,34,"S2NW,SW,W2SE",132
NDM097570,,,,
NDBIS0022364A,107,15,"3,4",131
NDBIS0022364A,,,,
NDM082359,103,4,S2NW,143
NDM082359,103,4,"3,4",143
NDM082359,,,,
NDM082352,102,5,BED OF LTL MISSOURI RVR,144
NDM082352,102,5,"RIPAR TO LOTS 3,5,7,9,13,",144
NDM082352,102,5,"16,17 DESC BY M&B",144
NDM082352,,,,
NDM077997,106,13,"8,9",131
NDM077997,106,14,2,131
NDM077997,106,23,SESE,131
NDM077997,106,23,"1,4",131
NDM077997,106,24,5,131
NDM077997,,,,
NDM081917,102,26,POR OF RIVERBED RIPAR,146
NDM081917,102,26,TO LOT 4 ON ORIGINAL PLAT,146
NDM081917,102,26,WHICH IS NOW RESURVEYED,146
NDM081917,102,26,LOT 9 (2.92 AC),146
NDM081917,102,26,FORMER RIVERBED RIPAR TO,146
NDM081917,102,26,LOT 2 ON ORIGINAL PLAT,146
NDM081917,102,26,WHICH IS NOW RESURVEYED,146
NDM081917,102,26,TR 37 (8.33 AC),146
NDM081917,,,,
NDM096345,96,28,NENE,149
NDM096345,,,,
NDM060621,101,8,E2,146
NDM060621,101,10,N2,146
NDM060621,101,12,W2,146
NDM060621,101,24,W2,146
NDM060621,101,32,N2,146
NDM060621,,,,
NDM086069,106,24,"NWSW,S2SW",134
NDM086069,106,24,"1,3,4,6,7,8,9",134
NDM086069,,,,
NDM086065,106,12,S2,134
NDM086065,106,14,E2,134
NDM086065,,,,
NDM086062,106,2,"S2N2,SW",134
NDM086062,106,2,"1,2,3,4",134
NDM086062,106,10,N2N2,134
NDM086062,,,,
NDM086060,106,30,NE,133
NDM086060,,,,
NDM086061,106,32,"SENE,W2SW",133
NDM086061,,,,
NDM102982,100,2,E2SW,143
NDM102982,,,,
NDM102983,100,11,SE,143
NDM102983,100,12,"N2,SW",143
NDM102983,,,,
NDM102980,99,28,N2NW,143
NDM102980,,,,
NDM102981,100,2,"S2NE,SENW,E2SE",143
